date,hometeam,awayteam,fthg,ftag,ftr,referee,hs,as,hst,ast,hf,af,hc,ac,hy,ay,hr,ar,b365h,b365d,b365a,bwh,bwd,bwa,iwh,iwd,iwa,psh,psd,psa,whh,whd,wha,vch,vcd,vca,psch,pscd,psca,season
04/04/17,Watford,West Brom,2,0,H,P Tierney,9,18,2,2,11,14,5,6,1,4,1,0,2.5,3.2,3.2,2.5,3.2,2.95,2.5,3.3,2.85,2.56,3.16,3.19,2.5,3.1,3.1,2.5,3.2,3.2,2.5,3.16,3.29,16
05/04/17,Arsenal,West Ham,3,0,H,M Atkinson,21,7,8,2,11,5,5,0,2,2,0,0,1.4,5.25,8.0,1.36,5.25,8.0,1.4,4.8,7.5,1.42,5.32,7.89,1.4,5.0,8.0,1.36,5.25,8.0,1.43,5.35,7.32,16
05/04/17,Chelsea,Man City,2,1,H,M Dean,10,17,4,7,10,14,2,9,1,3,0,0,2.4,3.5,3.1,2.3,3.4,3.1,2.2,3.35,3.3,2.41,3.56,3.08,2.4,3.3,3.1,2.38,3.5,3.13,2.22,3.39,3.63,16
05/04/17,Hull,Middlesbrough,4,2,H,M Oliver,17,12,5,4,13,12,8,4,2,1,0,0,2.05,3.3,4.2,2.0,3.3,4.0,2.2,3.35,3.3,2.08,3.32,4.2,2.05,3.2,4.2,2.1,3.3,4.1,2.08,3.3,4.23,16
05/04/17,Liverpool,Bournemouth,2,2,D,L Mason,20,7,8,2,11,8,7,2,1,1,0,0,1.36,5.25,9.5,1.36,5.25,8.25,1.3,5.5,9.5,1.4,5.31,8.45,1.36,5.0,9.0,1.36,5.25,9.0,1.44,4.85,8.4,16
05/04/17,Southampton,Crystal Palace,3,1,H,R East,25,17,9,3,16,11,11,11,2,1,0,0,1.83,3.7,4.75,1.8,3.5,4.75,1.8,3.6,4.5,1.84,3.7,4.86,1.83,3.5,4.8,1.85,3.6,4.8,1.86,3.61,4.84,16
05/04/17,Swansea,Tottenham,1,3,A,J Moss,4,18,1,8,7,8,5,7,1,1,0,0,5.0,4.0,1.73,5.0,3.75,1.7,5.3,3.8,1.65,5.33,3.97,1.72,5.0,3.8,1.73,5.4,4.0,1.7,5.45,4.0,1.7,16
08/04/17,Bournemouth,Chelsea,1,3,A,A Marriner,12,15,1,5,7,11,4,4,2,3,0,0,6.5,4.0,1.6,6.25,4.1,1.55,6.2,4.0,1.55,6.35,4.26,1.59,6.0,3.6,1.62,6.5,4.2,1.57,6.85,4.5,1.53,16
08/04/17,Man City,Hull,3,1,H,J Moss,23,6,7,1,6,8,7,3,0,2,0,0,1.2,7.5,17.0,1.19,7.25,14.0,1.17,7.5,15.0,1.22,7.6,14.85,1.22,6.0,13.0,1.2,7.5,17.0,1.2,8.2,16.0,16
08/04/17,Middlesbrough,Burnley,0,0,D,M Atkinson,12,7,5,2,9,12,4,3,0,3,0,0,2.45,3.1,3.4,2.4,3.1,3.2,2.5,3.3,2.85,2.42,3.15,3.45,2.4,3.0,3.2,2.45,3.13,3.4,2.64,3.04,3.2,16
08/04/17,Stoke,Liverpool,1,2,A,M Dean,9,14,4,4,7,11,5,8,0,2,0,0,4.0,3.75,1.95,4.0,3.6,1.91,4.3,3.5,1.85,4.06,3.71,1.98,4.0,3.4,1.95,4.1,3.7,1.95,3.51,3.3,2.31,16
08/04/17,Tottenham,Watford,4,0,H,A Taylor,19,8,6,2,12,12,7,5,0,1,0,0,1.25,6.5,15.0,1.25,6.0,11.5,1.3,5.5,9.5,1.25,6.6,14.0,1.25,5.5,12.0,1.22,6.5,18.0,1.24,7.15,13.65,16
08/04/17,West Brom,Southampton,0,1,A,C Kavanagh,17,10,6,3,12,12,7,3,2,2,0,0,3.0,3.3,2.55,2.95,3.3,2.45,2.85,3.3,2.5,3.11,3.31,2.52,2.8,3.1,2.6,2.9,3.25,2.63,3.11,3.28,2.54,16
08/04/17,West Ham,Swansea,1,0,H,K Friend,14,4,6,1,12,12,4,3,5,1,0,0,2.1,3.6,3.7,2.05,3.6,3.5,2.1,3.4,3.5,2.09,3.49,3.92,2.1,3.3,3.5,2.1,3.6,3.7,2.21,3.4,3.65,16
09/04/17,Everton,Leicester,4,2,H,R Madley,12,6,7,4,8,15,4,6,2,2,0,0,1.75,3.9,5.0,1.72,3.6,5.25,1.65,3.8,5.3,1.76,3.98,4.95,1.75,3.5,5.0,1.73,3.8,5.25,1.77,3.88,5.05,16
09/04/17,Sunderland,Man United,0,3,A,C Pawson,9,18,4,9,14,20,4,5,1,5,1,0,10.0,5.25,1.36,9.0,5.0,1.35,7.5,4.8,1.4,10.52,5.32,1.36,10.0,4.5,1.36,8.5,5.25,1.3,9.6,5.25,1.38,16
10/04/17,Crystal Palace,Arsenal,3,0,H,M Oliver,17,11,6,3,11,10,5,8,0,1,0,0,4.5,3.9,1.83,4.6,3.8,1.75,5.0,3.7,1.7,4.37,3.96,1.85,4.33,3.5,1.83,4.4,3.9,1.83,4.61,4.16,1.78,16
15/04/17,Crystal Palace,Leicester,2,2,D,M Dean,15,6,4,2,10,16,8,5,0,2,0,0,1.73,3.6,4.75,1.8,3.5,4.4,1.8,3.6,4.5,1.78,3.85,5.1,1.8,3.6,4.5,1.75,3.8,5.2,2.04,3.52,4.07,16
15/04/17,Everton,Burnley,3,1,H,M Clattenburg,29,13,7,6,15,14,6,7,2,0,0,0,1.4,4.5,8.0,1.45,4.25,6.75,1.45,4.5,7.0,1.43,4.82,8.67,1.44,4.33,7.5,1.45,4.6,8.5,1.52,4.25,7.9,16
15/04/17,Southampton,Man City,0,3,A,N Swarbrick,8,18,1,5,9,8,3,8,3,0,0,0,4.33,4.0,1.73,4.5,3.8,1.7,5.0,3.7,1.7,4.66,4.1,1.78,4.4,3.8,1.75,4.5,4.0,1.8,4.65,4.06,1.79,16
15/04/17,Stoke,Hull,3,1,H,S Attwell,14,14,4,3,12,5,3,7,0,2,0,0,1.95,3.3,4.0,1.91,3.4,4.0,1.85,3.5,4.3,1.98,3.54,4.3,2.0,3.4,3.8,2.0,3.4,4.33,2.03,3.56,4.06,16
15/04/17,Sunderland,West Ham,2,2,D,A Marriner,14,7,4,3,14,10,8,1,1,0,0,1,3.3,3.25,2.2,3.2,3.4,2.15,3.05,3.4,2.3,3.24,3.54,2.33,3.1,3.4,2.25,3.3,3.5,2.3,2.72,3.51,2.72,16
15/04/17,Tottenham,Bournemouth,4,0,H,M Oliver,24,5,14,1,8,10,13,1,0,1,0,0,1.25,6.0,10.0,1.25,5.75,10.5,1.25,6.0,11.0,1.27,6.67,12.45,1.25,6.0,11.0,1.25,6.5,11.5,1.25,7.0,12.8,16
15/04/17,Watford,Swansea,1,0,H,L Mason,15,13,7,4,8,13,6,2,0,0,0,0,2.4,3.3,2.9,2.35,3.2,3.0,2.4,3.4,2.9,2.57,3.3,3.05,2.4,3.2,3.0,2.5,3.3,3.1,2.69,3.28,2.91,16
16/04/17,Man United,Chelsea,2,0,H,R Madley,9,5,3,0,16,20,1,3,3,3,0,0,2.55,3.2,2.8,2.6,3.1,2.75,2.65,3.3,2.65,2.67,3.2,3.0,2.5,3.2,2.88,2.6,3.2,3.0,2.85,3.17,2.82,16
16/04/17,West Brom,Liverpool,0,1,A,J Moss,7,15,2,2,15,9,4,4,3,1,0,0,4.0,3.8,1.8,4.25,3.6,1.8,4.5,3.6,1.8,4.34,3.7,1.93,4.2,3.75,1.8,4.5,3.7,1.87,4.58,3.71,1.88,16
17/04/17,Middlesbrough,Arsenal,1,2,A,A Taylor,13,12,5,4,11,16,2,4,2,2,0,0,7.0,4.0,1.5,6.25,3.9,1.53,6.2,4.0,1.55,6.72,4.39,1.55,6.5,4.2,1.5,6.5,4.33,1.55,6.58,4.95,1.5,16
22/04/17,Bournemouth,Middlesbrough,4,0,H,G Scott,20,5,10,2,4,14,4,3,0,2,0,1,1.85,3.75,4.5,1.87,3.6,4.25,1.85,3.6,4.2,1.93,3.79,4.24,1.83,3.4,4.5,1.87,3.75,4.5,1.9,3.76,4.37,16
22/04/17,Hull,Watford,2,0,H,R Madley,8,13,3,2,10,11,4,7,3,1,1,0,1.91,3.7,4.33,1.87,3.5,4.4,1.85,3.6,4.2,1.92,3.7,4.37,1.95,3.1,4.33,1.91,3.6,4.5,1.89,3.74,4.45,16
22/04/17,Swansea,Stoke,2,0,H,M Oliver,10,9,6,3,5,14,11,4,2,2,0,0,2.2,3.4,3.6,2.2,3.25,3.5,2.1,3.4,3.5,2.15,3.53,3.68,2.25,3.1,3.5,2.2,3.4,3.6,2.35,3.54,3.2,16
22/04/17,West Ham,Everton,0,0,D,R East,15,4,3,0,9,15,8,4,2,3,0,0,3.3,3.6,2.25,3.3,3.4,2.2,3.5,3.4,2.1,3.27,3.68,2.26,3.4,3.1,2.25,3.25,3.6,2.3,3.69,3.6,2.12,16
23/04/17,Burnley,Man United,0,2,A,A Taylor,8,12,0,6,17,16,3,3,2,1,0,0,5.75,4.0,1.67,5.25,3.9,1.65,5.5,4.0,1.6,5.95,3.93,1.68,6.0,3.2,1.7,6.25,3.75,1.65,5.64,3.51,1.79,16
23/04/17,Liverpool,Crystal Palace,1,2,A,A Marriner,14,7,1,3,8,10,4,3,1,2,0,0,1.5,4.75,7.0,1.48,4.33,7.0,1.45,4.4,7.2,1.5,4.91,6.63,1.5,4.0,7.0,1.45,4.75,7.5,1.5,4.5,7.6,16
25/04/17,Chelsea,Southampton,4,2,H,L Mason,17,12,7,4,13,9,6,7,2,2,0,0,1.45,4.6,8.5,1.42,4.5,8.0,1.45,4.4,7.2,1.44,4.72,8.66,1.44,4.33,8.0,1.45,4.6,8.0,1.46,4.8,7.88,16
26/04/17,Arsenal,Leicester,1,0,H,M Jones,12,7,5,3,9,13,12,1,2,4,0,0,1.6,4.5,5.75,1.57,4.33,5.5,1.6,4.2,5.2,1.61,4.54,5.6,1.57,4.2,5.5,1.6,4.5,5.5,1.46,5.1,7.15,16
26/04/17,Crystal Palace,Tottenham,0,1,A,J Moss,6,18,1,4,13,15,2,11,3,3,0,0,5.5,4.2,1.65,5.25,4.1,1.62,4.7,3.9,1.7,5.68,4.22,1.65,5.5,3.6,1.67,5.5,4.2,1.65,5.85,4.55,1.59,16
26/04/17,Middlesbrough,Sunderland,1,0,H,M Dean,6,10,2,4,15,11,3,5,3,3,0,0,2.3,3.4,3.4,2.2,3.3,3.4,2.1,3.4,3.5,2.23,3.44,3.58,2.25,3.3,3.2,2.3,3.4,3.4,2.21,3.45,3.6,16
27/04/17,Man City,Man United,0,0,D,M Atkinson,19,3,6,1,10,8,7,4,1,0,0,1,1.91,3.75,4.2,1.87,3.75,4.0,1.9,3.5,4.1,1.89,3.77,4.42,1.85,3.75,4.0,1.93,3.6,4.3,1.91,3.46,4.82,16
29/04/17,Crystal Palace,Burnley,0,2,A,R Madley,15,9,5,3,11,12,14,4,2,0,0,0,1.75,3.5,4.75,1.75,3.5,4.75,1.8,3.6,4.5,1.8,3.63,5.02,1.83,3.5,4.4,1.8,3.6,5.0,1.86,3.44,5.18,16
29/04/17,Southampton,Hull,0,0,D,M Dean,11,9,2,1,9,13,6,6,0,3,0,0,1.6,3.75,5.75,1.62,3.9,5.0,1.7,3.9,4.6,1.64,4.06,5.77,1.67,3.8,5.0,1.67,4.0,5.75,1.57,4.34,6.5,16
29/04/17,Stoke,West Ham,0,0,D,L Probert,19,12,4,4,12,3,5,3,1,0,0,0,2.0,3.5,3.6,2.15,3.3,3.3,2.1,3.3,3.6,2.08,3.45,3.85,2.15,3.4,3.3,2.1,3.5,3.8,2.06,3.38,4.18,16
29/04/17,Sunderland,Bournemouth,0,1,A,S Attwell,17,15,5,7,13,9,6,5,3,2,0,0,3.0,3.4,2.3,2.8,3.5,2.35,3.05,3.4,2.3,3.02,3.6,2.37,2.9,3.4,2.38,3.0,3.6,2.45,3.33,3.68,2.23,16
29/04/17,West Brom,Leicester,0,1,A,M Clattenburg,16,6,4,1,14,9,5,6,2,2,0,0,2.4,3.5,2.75,2.4,3.3,2.85,2.6,3.3,2.7,2.54,3.38,2.94,2.5,3.3,2.8,2.6,3.4,2.9,2.82,3.31,2.75,16
30/04/17,Everton,Chelsea,0,3,A,J Moss,12,11,4,5,13,11,2,4,3,4,0,0,3.5,3.6,2.0,3.75,3.3,2.0,3.8,3.4,2.0,3.77,3.67,2.03,3.5,3.5,2.05,3.9,3.7,2.0,4.61,3.75,1.86,16
30/04/17,Man United,Swansea,1,1,D,N Swarbrick,12,12,6,4,11,13,5,2,2,2,0,0,1.36,4.75,8.0,1.33,4.75,9.0,1.3,5.5,9.5,1.37,5.04,10.06,1.36,4.75,8.5,1.36,5.0,10.0,1.42,4.79,9.45,16
30/04/17,Middlesbrough,Man City,2,2,D,K Friend,14,22,6,4,9,9,4,11,4,4,0,0,13.0,5.25,1.25,10.0,5.0,1.3,9.5,5.5,1.3,11.39,5.93,1.29,9.0,5.0,1.33,13.0,5.75,1.29,11.84,6.32,1.28,16
30/04/17,Tottenham,Arsenal,2,0,H,M Oliver,20,12,11,4,7,15,14,5,1,3,0,0,1.85,3.75,4.0,1.9,3.6,3.8,1.9,3.65,3.9,1.86,3.94,4.15,1.85,4.0,3.75,1.91,3.9,4.0,1.82,4.15,4.37,16
01/05/17,Watford,Liverpool,0,1,A,C Pawson,9,12,2,8,11,9,3,5,3,1,0,0,5.75,4.5,1.5,6.0,4.0,1.53,6.0,4.5,1.5,6.61,4.4,1.53,6.0,4.0,1.55,6.25,4.4,1.55,5.96,4.16,1.63,16
05/05/17,West Ham,Tottenham,1,0,H,A Taylor,13,11,5,5,8,9,3,7,4,2,0,0,8.5,5.25,1.4,8.0,5.25,1.36,7.5,4.8,1.4,9.4,5.35,1.37,8.0,5.0,1.4,9.0,5.25,1.36,8.4,5.24,1.41,16
06/05/17,Bournemouth,Stoke,2,2,D,P Tierney,12,14,2,3,10,15,0,7,2,0,0,0,2.25,3.6,3.3,2.2,3.4,3.3,2.1,3.4,3.5,2.24,3.5,3.47,2.25,3.2,3.3,2.25,3.6,3.3,2.36,3.47,3.24,16
06/05/17,Burnley,West Brom,2,2,D,M Jones,14,11,4,3,9,14,5,8,1,3,0,0,2.25,3.3,3.6,2.25,3.25,3.4,1.9,3.5,4.1,2.31,3.2,3.64,2.25,3.2,3.3,2.3,3.2,3.6,2.59,3.03,3.29,16
06/05/17,Hull,Sunderland,0,2,A,N Swarbrick,16,12,6,5,10,8,7,4,3,1,0,0,1.44,4.75,8.0,1.44,4.6,7.5,1.45,4.5,7.0,1.49,4.7,7.29,1.44,4.33,7.5,1.45,4.75,8.0,1.56,4.57,6.28,16
06/05/17,Leicester,Watford,3,0,H,R East,11,14,5,7,8,10,10,1,0,0,0,0,1.57,4.2,6.5,1.57,4.1,6.0,1.6,3.8,6.0,1.61,4.16,6.38,1.57,3.75,6.5,1.57,4.2,6.5,1.67,3.92,6.05,16
06/05/17,Man City,Crystal Palace,5,0,H,M Oliver,26,5,12,2,12,8,9,3,1,3,0,0,1.29,6.5,11.0,1.28,6.25,9.5,1.25,6.0,11.0,1.3,6.6,10.25,1.25,6.0,11.0,1.29,6.5,11.5,1.26,7.0,11.5,16
06/05/17,Swansea,Everton,1,0,H,M Atkinson,9,8,4,2,5,13,9,5,0,0,0,0,2.8,3.5,2.63,2.75,3.4,2.55,2.6,3.5,2.6,2.81,3.48,2.65,2.75,3.4,2.62,2.8,3.5,2.63,2.52,3.47,2.98,16
07/05/17,Arsenal,Man United,2,0,H,A Marriner,9,10,4,4,14,10,5,9,1,0,0,0,1.91,3.7,4.33,1.85,3.7,4.25,2.1,3.4,3.5,1.94,3.72,4.22,1.91,3.6,4.2,1.91,3.7,4.3,2.12,3.58,3.72,16
07/05/17,Liverpool,Southampton,0,0,D,R Madley,17,4,8,0,9,4,3,6,1,3,0,0,1.62,4.2,6.0,1.6,4.1,5.5,1.5,4.2,6.5,1.61,4.21,6.12,1.62,4.0,6.0,1.6,4.33,6.0,1.61,4.15,6.3,16
08/05/17,Chelsea,Middlesbrough,3,0,H,C Pawson,21,2,7,1,8,21,8,1,0,2,0,0,1.17,9.0,19.0,1.17,7.5,17.0,1.15,7.5,18.0,1.18,8.29,18.22,1.14,8.5,19.0,1.15,8.5,22.0,1.14,10.0,22.0,16
10/05/17,Southampton,Arsenal,0,2,A,J Moss,14,11,3,4,5,5,8,5,1,2,0,0,3.6,3.8,2.05,3.5,3.75,2.0,3.7,3.5,2.0,3.69,3.75,2.07,3.6,3.6,2.0,3.6,3.8,2.05,3.3,3.77,2.21,16
12/05/17,Everton,Watford,1,0,H,K Friend,15,14,6,2,7,11,9,8,0,3,0,0,1.5,4.5,7.5,1.45,4.5,7.25,1.5,4.2,6.5,1.45,4.79,8.05,1.44,4.33,7.0,1.45,4.8,7.5,1.43,5.03,8.3,16
12/05/17,West Brom,Chelsea,0,1,A,M Oliver,7,24,2,5,13,8,5,8,3,0,0,0,10.0,5.25,1.36,8.5,5.0,1.36,9.5,5.5,1.3,9.65,5.15,1.38,10.0,4.4,1.36,10.0,5.0,1.36,9.76,5.18,1.38,16
13/05/17,Bournemouth,Burnley,2,1,H,L Probert,18,14,6,3,6,11,7,1,0,1,0,0,1.91,3.75,4.2,1.91,3.6,4.0,2.0,3.4,3.8,1.93,3.76,4.28,1.95,3.4,4.0,1.93,3.75,4.2,1.84,3.93,4.49,16
13/05/17,Man City,Leicester,2,1,H,R Madley,17,9,5,4,12,16,9,3,3,3,0,0,1.25,7.0,12.0,1.25,6.25,11.5,1.25,6.0,11.0,1.25,7.0,13.0,1.25,5.5,12.0,1.22,7.0,12.0,1.23,7.95,12.5,16
13/05/17,Middlesbrough,Southampton,1,2,A,A Taylor,14,14,3,4,19,11,6,3,3,0,0,0,4.0,3.6,2.0,3.8,3.5,2.0,4.1,3.5,1.9,3.91,3.68,2.03,3.6,3.4,2.05,4.0,3.5,2.05,3.92,3.42,2.12,16
13/05/17,Stoke,Arsenal,1,4,A,M Dean,10,10,4,6,13,7,7,6,1,2,0,0,4.75,4.1,1.75,4.75,4.0,1.7,4.6,4.0,1.7,4.61,4.16,1.78,4.5,3.8,1.73,4.6,4.1,1.75,5.29,4.23,1.68,16
13/05/17,Sunderland,Swansea,0,2,A,A Marriner,13,3,4,3,13,6,8,4,4,0,0,0,4.2,3.8,1.91,4.1,3.7,1.87,4.2,3.6,1.85,4.18,3.84,1.94,4.0,3.5,1.91,4.0,3.8,1.95,3.33,3.55,2.28,16
14/05/17,Crystal Palace,Hull,4,0,H,M Atkinson,12,9,4,0,13,14,3,7,3,5,0,0,2.1,3.6,3.75,2.05,3.4,3.75,2.0,3.4,3.8,2.11,3.63,3.69,2.05,3.4,3.75,2.05,3.6,3.8,1.97,3.56,4.31,16
14/05/17,Tottenham,Man United,2,1,H,J Moss,14,8,7,2,14,15,8,3,1,2,0,0,1.73,3.9,5.25,1.67,4.0,5.0,1.85,3.6,4.2,1.71,4.04,5.35,1.67,3.8,5.0,1.73,3.75,5.4,1.65,4.06,6.0,16
14/05/17,West Ham,Liverpool,0,4,A,N Swarbrick,10,26,3,11,5,10,4,6,2,0,0,0,5.25,4.0,1.7,5.5,3.75,1.65,4.7,3.9,1.7,5.62,4.2,1.65,5.0,3.9,1.7,5.5,4.0,1.67,5.92,4.1,1.65,16
15/05/17,Chelsea,Watford,4,3,H,L Mason,24,9,9,3,7,12,8,3,2,4,0,1,1.25,6.75,13.0,1.25,6.5,10.0,1.33,5.5,8.0,1.25,6.85,13.5,1.25,6.0,11.0,1.22,6.5,13.0,1.29,6.56,10.5,16
16/05/17,Arsenal,Sunderland,2,0,H,R East,36,6,13,2,15,10,17,3,4,2,0,0,1.09,13.0,29.0,1.09,11.0,23.0,1.12,9.0,20.0,1.1,13.62,28.49,1.1,9.0,26.0,1.11,11.5,26.0,1.12,12.0,23.5,16
16/05/17,Man City,West Brom,3,1,H,C Pawson,21,5,10,2,8,11,7,1,1,2,0,0,1.14,9.0,23.0,1.12,9.5,19.0,1.15,7.5,18.0,1.14,10.39,23.1,1.14,7.5,21.0,1.13,9.5,22.0,1.16,9.25,19.35,16
17/05/17,Southampton,Man United,0,0,D,M Dean,17,11,6,1,7,10,7,3,2,1,0,0,2.75,3.3,2.8,2.65,3.3,2.7,2.4,3.3,2.95,2.76,3.33,2.8,2.62,3.2,2.75,2.75,3.3,2.8,2.37,3.32,3.26,16
18/05/17,Leicester,Tottenham,1,6,A,M Oliver,12,26,5,12,11,8,4,4,3,1,0,0,4.5,3.8,1.85,4.25,3.6,1.85,3.6,3.6,2.0,4.44,3.78,1.88,4.5,3.5,1.8,4.33,3.8,1.87,4.18,3.95,1.89,16
21/05/17,Arsenal,Everton,3,1,H,M Oliver,17,22,9,7,10,15,4,6,2,4,1,0,1.45,5.0,7.5,1.42,4.6,7.5,1.45,4.5,7.0,1.42,5.29,7.75,1.4,5.0,7.0,1.36,5.2,8.0,1.38,6.05,7.57,16
21/05/17,Burnley,West Ham,1,2,A,R Madley,9,14,1,4,11,14,2,5,2,2,0,0,2.45,3.5,3.0,2.4,3.5,2.85,2.4,3.3,2.95,2.38,3.4,3.26,2.38,3.4,2.9,2.38,3.5,3.13,2.31,3.58,3.24,16
21/05/17,Chelsea,Sunderland,5,1,H,N Swarbrick,28,7,8,3,8,15,11,1,1,1,0,0,1.14,9.0,23.0,1.15,8.25,16.5,1.2,6.5,15.0,1.16,9.01,21.02,1.15,7.5,17.0,1.13,9.0,26.0,1.12,11.5,25.5,16
21/05/17,Hull,Tottenham,1,7,A,A Marriner,10,19,4,14,14,5,2,3,0,0,0,0,7.0,4.75,1.5,6.75,4.33,1.5,5.2,4.2,1.6,6.36,4.61,1.55,6.0,4.2,1.53,6.5,4.6,1.53,9.74,6.48,1.31,16
21/05/17,Leicester,Bournemouth,1,1,D,l Mason,21,10,5,4,11,10,9,1,4,1,0,0,2.0,3.6,4.0,1.91,3.7,3.9,1.9,3.6,3.9,1.91,3.75,4.35,1.95,3.75,3.6,1.93,3.75,4.1,1.69,4.5,4.81,16
21/05/17,Liverpool,Middlesbrough,3,0,H,M Atkinson,25,9,10,3,13,8,3,3,0,1,0,0,1.14,9.0,23.0,1.11,9.25,26.0,1.15,7.5,18.0,1.14,9.31,27.82,1.1,9.0,26.0,1.11,9.0,31.0,1.15,10.5,19.09,16
21/05/17,Man United,Crystal Palace,2,0,H,A Taylor,9,6,2,1,16,10,3,6,2,0,0,0,2.5,3.3,3.1,2.45,3.4,2.9,2.4,3.3,2.95,2.44,3.4,3.14,2.5,3.3,2.8,2.5,3.4,3.0,2.35,3.38,3.35,16
21/05/17,Southampton,Stoke,0,1,A,L Probert,14,14,6,3,12,10,4,10,2,4,0,0,1.8,3.8,4.75,1.75,3.8,4.75,1.7,3.7,5.0,1.8,3.95,4.73,1.75,3.75,4.5,1.8,3.8,4.5,1.64,4.37,5.53,16
21/05/17,Swansea,West Brom,2,1,H,M Dean,12,16,2,5,8,10,7,4,1,1,0,0,2.1,3.5,3.75,2.05,3.5,3.6,2.0,3.4,3.8,2.1,3.68,3.67,2.05,3.5,3.5,2.05,3.6,3.75,2.29,3.45,3.4,16
21/05/17,Watford,Man City,0,5,A,J Moss,6,15,3,9,12,10,4,5,1,0,0,0,11.0,6.0,1.3,9.75,6.0,1.28,11.0,5.0,1.3,11.51,6.21,1.29,10.0,5.5,1.29,13.0,6.0,1.25,18.0,9.7,1.16,16
