h_a,xG,xGA,npxG,npxGA,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD,ppda.att,ppda.def,ppda_allowed.att,ppda_allowed.def,team_id,team_name,league_name,year
a,1.9171,0.392642,1.9171,0.392642,9,4,3,1,2.6639999999999997,w,2018-08-19,1,0,0,3,1.524458,227,26,149,19,90,Watford,EPL,2018
h,1.14596,1.21905,1.14596,1.21905,7,5,2,1,1.277,w,2018-08-26,1,0,0,3,-0.07308999999999988,211,22,132,20,90,Watford,EPL,2018
h,0.454309,0.582521,0.454309,0.582521,3,5,2,1,1.1059,w,2018-09-02,1,0,0,3,-0.12821199999999994,281,25,122,24,90,Watford,EPL,2018
h,1.17523,1.64902,1.17523,1.64902,7,6,1,2,0.9274,l,2018-09-15,0,0,1,0,-0.47378999999999993,281,22,181,18,90,Watford,EPL,2018
a,1.76133,1.77245,1.76133,1.77245,5,4,1,1,1.3558,d,2018-09-22,0,1,0,1,-0.011120000000000019,302,25,141,17,90,Watford,EPL,2018
a,2.62141,1.57061,2.62141,1.57061,4,9,0,2,2.1028000000000002,l,2018-09-29,0,0,1,0,1.0508,278,27,144,16,90,Watford,EPL,2018
h,1.06613,3.28471,1.06613,2.52354,6,5,0,4,0.15660000000000002,l,2018-10-06,0,0,1,0,-1.45741,241,21,199,13,90,Watford,EPL,2018
a,1.0684,0.47391,1.0684,0.47391,4,8,2,0,1.915,w,2018-10-20,1,0,0,3,0.59449,232,17,306,30,90,Watford,EPL,2018
h,2.29622,0.479655,2.29622,0.479655,6,6,3,0,2.6483,w,2018-10-27,1,0,0,3,1.816565,295,25,242,30,90,Watford,EPL,2018
a,2.5452,0.691575,2.5452,0.691575,18,1,0,1,2.5927000000000002,l,2018-11-03,0,0,1,0,1.8536249999999999,159,15,264,24,90,Watford,EPL,2018
a,1.07573,1.20211,1.07573,1.20211,11,5,1,1,1.2396,d,2018-11-10,0,1,0,1,-0.12637999999999994,138,20,202,25,90,Watford,EPL,2018
h,0.673382,1.45314,0.673382,1.45314,3,7,0,3,0.6271,l,2018-11-24,0,0,1,0,-0.7797580000000001,361,24,171,26,90,Watford,EPL,2018
a,1.19923,1.41758,1.19923,0.65641,9,1,0,2,1.1107,l,2018-12-01,0,0,1,0,0.54282,137,21,275,16,90,Watford,EPL,2018
h,1.672,2.51933,1.672,2.51933,7,14,1,2,0.7946,l,2018-12-04,0,0,1,0,-0.8473300000000001,395,10,146,21,90,Watford,EPL,2018
a,1.63043,1.72686,1.63043,0.965692,5,9,2,2,1.2819,d,2018-12-10,0,1,0,1,0.664738,206,28,143,20,90,Watford,EPL,2018
h,1.64998,0.485768,1.64998,0.485768,11,2,3,2,2.2879,w,2018-12-15,1,0,0,3,1.164212,90,16,357,15,90,Watford,EPL,2018
a,2.32983,2.06507,1.56866,2.06507,9,6,2,0,1.5681,w,2018-12-22,1,0,0,3,-0.49641,185,23,163,24,90,Watford,EPL,2018
h,1.24414,2.1956,1.24414,1.43443,7,8,1,2,0.6467,l,2018-12-26,0,0,1,0,-0.19029000000000007,387,26,201,15,90,Watford,EPL,2018
h,1.05566,0.661713,1.05566,0.661713,11,3,1,1,1.6473,d,2018-12-29,0,1,0,1,0.39394700000000005,150,22,333,26,90,Watford,EPL,2018
a,0.977046,2.84828,0.977046,2.84828,9,9,3,3,0.3075,d,2019-01-02,0,1,0,1,-1.8712339999999998,265,15,192,17,90,Watford,EPL,2018
a,1.56262,1.1617,1.56262,1.1617,4,8,2,1,1.6824,w,2019-01-12,1,0,0,3,0.40091999999999994,187,19,164,20,90,Watford,EPL,2018
h,1.06981,1.97256,1.06981,1.97256,7,8,0,0,0.7061,d,2019-01-19,0,1,0,1,-0.9027500000000002,141,21,225,18,90,Watford,EPL,2018
a,0.479838,1.36248,0.479838,1.36248,3,11,1,2,0.5383,l,2019-01-30,0,0,1,0,-0.8826419999999999,299,18,127,17,90,Watford,EPL,2018
a,0.279297,1.83528,0.279297,1.83528,4,8,0,0,0.28880000000000006,d,2019-02-02,0,1,0,1,-1.555983,245,25,190,34,90,Watford,EPL,2018
h,1.53311,0.641094,1.53311,0.641094,7,3,1,0,2.2198,w,2019-02-09,1,0,0,3,0.8920159999999999,232,37,125,22,90,Watford,EPL,2018
a,2.75798,1.90045,2.75798,1.90045,8,5,5,1,2.0349,w,2019-02-22,1,0,0,3,0.8575299999999999,135,24,372,24,90,Watford,EPL,2018
a,0.630423,2.74266,0.630423,2.74266,3,11,0,5,0.19920000000000002,l,2019-02-27,0,0,1,0,-2.112237,375,15,233,20,90,Watford,EPL,2018
h,1.36515,0.794683,1.36515,0.794683,4,2,2,1,1.9040999999999997,w,2019-03-03,1,0,0,3,0.5704670000000001,310,25,221,17,90,Watford,EPL,2018
a,0.407168,3.75714,0.407168,3.75714,4,22,1,3,0.0196,l,2019-03-09,0,0,1,0,-3.349972,309,8,173,21,90,Watford,EPL,2018
a,1.35208,1.98052,1.35208,1.98052,19,12,1,2,0.7918999999999999,l,2019-03-30,0,0,1,0,-0.6284400000000001,199,17,182,17,90,Watford,EPL,2018
h,1.59338,1.90917,1.59338,1.90917,4,6,4,1,1.1355,w,2019-04-02,1,0,0,3,-0.31579,346,28,250,20,90,Watford,EPL,2018
h,1.12595,2.2668,1.12595,2.2668,7,16,0,1,0.5532,l,2019-04-15,0,0,1,0,-1.14085,365,23,162,20,90,Watford,EPL,2018
a,1.08462,1.09072,1.08462,1.09072,8,3,2,1,1.3157,w,2019-04-20,1,0,0,3,-0.006099999999999994,209,19,296,22,90,Watford,EPL,2018
h,1.27253,2.11999,1.27253,2.11999,11,2,1,1,0.7554000000000001,d,2019-04-23,0,1,0,1,-0.8474600000000001,167,24,322,32,90,Watford,EPL,2018
h,0.896093,2.44357,0.896093,2.44357,3,7,1,2,0.3127,l,2019-04-27,0,0,1,0,-1.5474769999999998,196,17,309,23,90,Watford,EPL,2018
a,1.2712,2.96478,1.2712,2.96478,13,15,0,3,0.43879999999999997,l,2019-05-05,0,0,1,0,-1.69358,264,21,189,25,90,Watford,EPL,2018
h,2.06986,3.20094,2.06986,2.43977,7,6,1,4,0.6594,l,2019-05-12,0,0,1,0,-0.3699100000000004,280,22,238,23,90,Watford,EPL,2018
a,1.40827,1.01994,1.40827,1.01994,7,3,0,0,1.6760000000000002,d,2018-08-12,0,1,0,1,0.38832999999999984,164,21,199,12,92,Burnley,EPL,2018
h,0.392642,1.9171,0.392642,1.9171,4,9,1,3,0.213,l,2018-08-19,0,0,1,0,-1.524458,149,19,227,26,92,Burnley,EPL,2018
a,1.56882,1.92459,1.56882,1.92459,5,10,2,4,1.1357,l,2018-08-25,0,0,1,0,-0.3557699999999999,353,19,164,14,92,Burnley,EPL,2018
h,1.09923,2.90359,1.09923,2.14242,2,13,0,2,0.33099999999999996,l,2018-09-02,0,0,1,0,-1.04319,294,14,215,20,92,Burnley,EPL,2018
a,0.208994,3.3916,0.208994,3.3916,3,11,0,1,0.0428,l,2018-09-16,0,0,1,0,-3.182606,287,16,226,13,92,Burnley,EPL,2018
h,2.29417,0.976413,2.29417,0.976413,10,10,4,0,2.3859,w,2018-09-22,1,0,0,3,1.3177569999999998,330,32,156,9,92,Burnley,EPL,2018
a,0.111527,1.56707,0.111527,1.56707,6,14,2,1,0.2355,w,2018-09-30,1,0,0,3,-1.455543,90,13,105,17,92,Burnley,EPL,2018
h,0.353128,1.02549,0.353128,1.02549,1,1,1,1,0.6769,d,2018-10-06,0,1,0,1,-0.672362,332,23,109,17,92,Burnley,EPL,2018
a,0.370236,4.48577,0.370236,4.48577,1,18,0,5,0.0207,l,2018-10-20,0,0,1,0,-4.115533999999999,390,10,179,19,92,Burnley,EPL,2018
h,0.269828,3.01621,0.269828,3.01621,1,8,0,4,0.0808,l,2018-10-28,0,0,1,0,-2.746382,526,33,196,15,92,Burnley,EPL,2018
a,0.882514,2.55739,0.882514,2.55739,3,14,2,4,0.3722,l,2018-11-03,0,0,1,0,-1.6748759999999998,252,20,144,15,92,Burnley,EPL,2018
a,0.368393,1.5091,0.368393,1.5091,0,6,0,0,0.4652,d,2018-11-10,0,1,0,1,-1.1407070000000001,255,20,134,17,92,Burnley,EPL,2018
h,1.49487,1.67701,1.49487,1.67701,10,3,1,2,1.1776,l,2018-11-26,0,0,1,0,-0.18213999999999997,277,19,371,31,92,Burnley,EPL,2018
a,0.302477,2.03785,0.302477,2.03785,2,10,0,2,0.2739,l,2018-12-01,0,0,1,0,-1.735373,256,23,178,13,92,Burnley,EPL,2018
h,1.05809,2.73897,1.05809,2.73897,7,14,1,3,0.20450000000000002,l,2018-12-05,0,0,1,0,-1.6808800000000002,445,20,87,9,92,Burnley,EPL,2018
h,1.81251,0.951507,1.81251,0.951507,8,3,1,0,2.0648,w,2018-12-08,1,0,0,3,0.8610030000000001,295,20,150,16,92,Burnley,EPL,2018
a,0.451196,1.74625,0.451196,1.74625,4,11,0,1,0.3987,l,2018-12-15,0,0,1,0,-1.2950540000000001,327,18,99,14,92,Burnley,EPL,2018
a,1.03237,1.4656,1.03237,1.4656,4,9,1,3,1.0021,l,2018-12-22,0,0,1,0,-0.43323,340,25,184,23,92,Burnley,EPL,2018
h,1.88646,1.8875,1.88646,1.12637,3,6,1,5,1.3697000000000001,l,2018-12-26,0,0,1,0,0.7600899999999999,231,23,202,16,92,Burnley,EPL,2018
h,2.89884,0.656044,2.89884,0.656044,9,3,2,0,2.7371,w,2018-12-30,1,0,0,3,2.242796,238,32,163,15,92,Burnley,EPL,2018
a,2.66309,0.621818,2.66309,0.621818,7,1,2,1,2.684,w,2019-01-02,1,0,0,3,2.041272,159,23,247,13,92,Burnley,EPL,2018
h,0.809801,0.903255,0.809801,0.903255,3,2,2,1,1.2384,w,2019-01-12,1,0,0,3,-0.09345400000000004,332,25,202,19,92,Burnley,EPL,2018
a,1.97256,1.06981,1.97256,1.06981,8,7,0,0,2.0621,d,2019-01-19,0,1,0,1,0.9027500000000002,225,18,141,21,92,Burnley,EPL,2018
a,0.934603,3.23417,0.934603,2.473,2,16,2,2,0.1874,d,2019-01-29,0,1,0,1,-1.5383969999999998,359,20,103,14,92,Burnley,EPL,2018
h,2.00175,0.787747,1.24058,0.787747,9,4,1,1,2.302,d,2019-02-02,0,1,0,1,0.45283300000000004,195,20,218,28,92,Burnley,EPL,2018
a,1.83041,1.31614,1.06928,1.31614,4,9,3,1,1.798,w,2019-02-09,1,0,0,3,-0.24686000000000008,280,8,106,11,92,Burnley,EPL,2018
h,1.08514,0.845211,1.08514,0.845211,4,4,2,1,1.5812000000000002,w,2019-02-23,1,0,0,3,0.23992899999999995,256,23,72,17,92,Burnley,EPL,2018
a,1.74201,1.70312,1.74201,1.70312,7,4,0,2,1.4191,l,2019-02-26,0,0,1,0,0.03889000000000009,227,19,193,17,92,Burnley,EPL,2018
h,1.90872,0.706284,1.90872,0.706284,12,5,1,3,2.2789999999999995,l,2019-03-02,0,0,1,0,1.202436,152,21,206,14,92,Burnley,EPL,2018
a,0.471571,4.12341,0.471571,4.12341,3,15,2,4,0.0033,l,2019-03-10,0,0,1,0,-3.651839,328,22,120,14,92,Burnley,EPL,2018
h,1.17008,0.608954,1.17008,0.608954,13,4,1,2,1.8518999999999999,l,2019-03-16,0,0,1,0,0.561126,125,17,240,12,92,Burnley,EPL,2018
h,0.572695,0.397928,0.572695,0.397928,2,4,2,0,1.4914999999999998,w,2019-03-30,1,0,0,3,0.17476699999999995,296,23,149,14,92,Burnley,EPL,2018
a,1.38919,1.20888,1.38919,1.20888,4,9,3,1,1.5211,w,2019-04-06,1,0,0,3,0.18030999999999997,236,21,134,14,92,Burnley,EPL,2018
h,2.84358,0.872224,2.84358,0.872224,5,3,2,0,2.6792000000000002,w,2019-04-13,1,0,0,3,1.971356,116,14,111,13,92,Burnley,EPL,2018
a,0.788788,1.28197,0.788788,1.28197,3,20,2,2,0.9437,d,2019-04-22,0,1,0,1,-0.493182,347,16,99,18,92,Burnley,EPL,2018
h,0.0899809,2.34878,0.0899809,2.34878,4,10,0,1,0.09290000000000001,l,2019-04-28,0,0,1,0,-2.2587991,322,16,103,14,92,Burnley,EPL,2018
a,0.473292,1.76461,0.473292,1.76461,3,7,0,2,0.355,l,2019-05-03,0,0,1,0,-1.291318,297,22,192,26,92,Burnley,EPL,2018
h,1.72939,2.87276,1.72939,2.87276,10,15,1,3,0.6443000000000001,l,2019-05-12,0,0,1,0,-1.14337,336,19,183,11,92,Burnley,EPL,2018
h,0.396115,2.31427,0.396115,1.5531,2,4,0,3,0.1653,l,2018-08-11,0,0,1,0,-1.156985,381,33,190,15,219,Huddersfield,EPL,2018
a,0.663731,4.60356,0.663731,4.60356,4,17,1,6,0.0258,l,2018-08-19,0,0,1,0,-3.939829,317,9,101,11,219,Huddersfield,EPL,2018
h,0.203453,1.06351,0.203453,1.06351,1,5,0,0,0.5018,d,2018-08-25,0,1,0,1,-0.860057,106,12,195,23,219,Huddersfield,EPL,2018
a,0.660035,0.616013,0.660035,0.616013,1,2,1,1,1.3716,d,2018-09-01,0,1,0,1,0.044022000000000006,271,29,179,21,219,Huddersfield,EPL,2018
h,0.87744,0.746631,0.87744,0.746631,5,2,0,1,1.4471999999999998,l,2018-09-15,0,0,1,0,0.13080899999999995,225,19,271,17,219,Huddersfield,EPL,2018
a,0.688176,1.80404,0.688176,1.80404,2,2,1,3,0.5392,l,2018-09-22,0,0,1,0,-1.1158640000000002,336,19,181,26,219,Huddersfield,EPL,2018
h,0.339245,2.33733,0.339245,1.57616,3,1,0,2,0.1381,l,2018-09-29,0,0,1,0,-1.236915,215,35,214,15,219,Huddersfield,EPL,2018
a,1.02549,0.353128,1.02549,0.353128,1,1,1,1,1.9813,d,2018-10-06,0,1,0,1,0.672362,109,17,332,23,219,Huddersfield,EPL,2018
h,0.638341,0.663819,0.638341,0.663819,0,10,0,1,1.259,l,2018-10-20,0,0,1,0,-0.025478,330,24,341,18,219,Huddersfield,EPL,2018
a,0.479655,2.29622,0.479655,2.29622,6,6,0,3,0.2333,l,2018-10-27,0,0,1,0,-1.816565,242,30,295,25,219,Huddersfield,EPL,2018
h,0.51433,0.354166,0.51433,0.354166,4,1,1,0,1.438,w,2018-11-05,1,0,0,3,0.16016399999999997,235,49,153,15,219,Huddersfield,EPL,2018
h,1.17524,1.44113,1.17524,1.44113,4,5,1,1,1.1023,d,2018-11-10,0,1,0,1,-0.26588999999999996,263,26,147,17,219,Huddersfield,EPL,2018
a,0.627281,0.701036,0.627281,0.701036,5,5,2,0,1.2535,w,2018-11-25,1,0,0,3,-0.073755000000000015,241,29,302,20,219,Huddersfield,EPL,2018
h,0.558083,1.67998,0.558083,1.67998,0,6,1,2,0.46420000000000006,l,2018-12-01,0,0,1,0,-1.1218970000000001,334,20,104,14,219,Huddersfield,EPL,2018
a,1.5631,1.07393,1.5631,1.07393,9,3,1,2,1.7043,l,2018-12-04,0,0,1,0,0.4891699999999999,148,30,273,16,219,Huddersfield,EPL,2018
a,0.308361,2.02156,0.308361,2.02156,2,8,0,1,0.22870000000000001,l,2018-12-08,0,0,1,0,-1.713199,308,29,134,24,219,Huddersfield,EPL,2018
h,0.671382,0.931041,0.671382,0.931041,7,3,0,1,1.0309,l,2018-12-15,0,0,1,0,-0.259659,101,24,300,16,219,Huddersfield,EPL,2018
h,1.0038,2.60172,1.0038,1.84055,8,6,1,3,0.3667,l,2018-12-22,0,0,1,0,-0.8367499999999999,139,33,287,19,219,Huddersfield,EPL,2018
a,1.40594,1.79848,1.40594,1.79848,5,9,1,3,1.0529,l,2018-12-26,0,0,1,0,-0.3925400000000001,334,23,167,24,219,Huddersfield,EPL,2018
a,0.276791,1.72386,0.276791,0.962693,5,5,0,1,0.2655,l,2018-12-29,0,0,1,0,-0.685902,193,12,348,19,219,Huddersfield,EPL,2018
h,0.621818,2.66309,0.621818,2.66309,1,7,1,2,0.2141,l,2019-01-02,0,0,1,0,-2.041272,247,13,159,23,219,Huddersfield,EPL,2018
a,0.39468,0.124558,0.39468,0.124558,7,0,0,0,1.5311,d,2019-01-12,0,1,0,1,0.270122,105,21,182,26,219,Huddersfield,EPL,2018
h,0.764264,2.01376,0.764264,2.01376,1,13,0,3,0.4454,l,2019-01-20,0,0,1,0,-1.249496,382,18,167,18,219,Huddersfield,EPL,2018
h,0.73078,1.05995,0.73078,1.05995,2,3,0,1,0.9824,l,2019-01-29,0,0,1,0,-0.32916999999999996,206,21,281,28,219,Huddersfield,EPL,2018
a,0.260391,2.94236,0.260391,2.18119,1,19,0,5,0.0648,l,2019-02-02,0,0,1,0,-1.920799,410,19,251,33,219,Huddersfield,EPL,2018
h,1.96816,1.46751,1.96816,1.46751,6,10,1,2,1.7684000000000002,l,2019-02-09,0,0,1,0,0.5006499999999998,238,55,219,22,219,Huddersfield,EPL,2018
a,0.133934,3.03313,0.133934,3.03313,2,14,0,2,0.0568,l,2019-02-23,0,0,1,0,-2.899196,318,8,285,23,219,Huddersfield,EPL,2018
h,1.46224,0.573166,1.46224,0.573166,6,1,1,0,2.1837999999999997,w,2019-02-26,1,0,0,3,0.889074,212,26,239,16,219,Huddersfield,EPL,2018
a,0.2014,1.39896,0.2014,1.39896,1,5,0,1,0.3201,l,2019-03-02,0,0,1,0,-1.19756,254,17,242,22,219,Huddersfield,EPL,2018
h,0.339087,2.16389,0.339087,2.16389,7,13,0,2,0.1305,l,2019-03-09,0,0,1,0,-1.8248029999999997,176,28,222,17,219,Huddersfield,EPL,2018
a,1.66909,1.88114,1.66909,1.12005,1,16,3,4,1.2224,l,2019-03-16,0,0,1,0,0.54904,307,22,164,24,219,Huddersfield,EPL,2018
a,0.926991,2.84701,0.926991,2.08584,5,9,0,2,0.2885,l,2019-03-30,0,0,1,0,-1.158849,238,22,229,17,219,Huddersfield,EPL,2018
h,1.62301,3.61876,0.861845,2.85759,2,2,1,4,0.29879999999999995,l,2019-04-06,0,0,1,0,-1.995745,288,30,173,21,219,Huddersfield,EPL,2018
a,0.983527,2.78596,0.983527,2.78596,5,14,0,4,0.3003,l,2019-04-13,0,0,1,0,-1.8024330000000002,406,21,157,19,219,Huddersfield,EPL,2018
h,1.09072,1.08462,1.09072,1.08462,3,8,1,2,1.3691,l,2019-04-20,0,0,1,0,0.006099999999999994,296,22,209,19,219,Huddersfield,EPL,2018
a,0.1624,3.58922,0.1624,3.58922,2,13,0,5,0.0263,l,2019-04-26,0,0,1,0,-3.42682,498,23,154,21,219,Huddersfield,EPL,2018
h,0.73663,1.88049,0.73663,1.88049,6,19,1,1,0.6003000000000001,d,2019-05-05,0,1,0,1,-1.14386,333,25,153,20,219,Huddersfield,EPL,2018
a,0.857152,0.941018,0.857152,0.941018,1,9,1,1,1.2379,d,2019-05-12,0,1,0,1,-0.083866,213,18,156,17,219,Huddersfield,EPL,2018
a,0.45504,1.42372,0.45504,1.42372,2,8,0,2,0.5538000000000001,l,2018-08-11,0,0,1,0,-0.9686800000000001,228,16,235,27,220,Brighton,EPL,2018
h,1.63672,1.56579,0.875549,0.804623,2,5,3,2,1.4086999999999998,w,2018-08-19,1,0,0,3,0.07092600000000004,397,36,131,14,220,Brighton,EPL,2018
a,0.535616,1.81412,0.535616,1.81412,2,13,0,1,0.4481,l,2018-08-25,0,0,1,0,-1.2785039999999999,432,22,174,26,220,Brighton,EPL,2018
h,2.68216,1.51555,1.15982,1.51555,3,3,2,2,2.2159,d,2018-09-01,0,1,0,1,-0.3557299999999999,333,29,191,14,220,Brighton,EPL,2018
a,1.97094,2.19521,1.20977,1.43404,7,6,2,2,1.159,d,2018-09-17,0,1,0,1,-0.22426999999999997,272,17,243,26,220,Brighton,EPL,2018
h,0.817174,2.11655,0.817174,1.35542,2,4,1,2,0.43899999999999995,l,2018-09-22,0,0,1,0,-0.5382460000000001,400,24,151,33,220,Brighton,EPL,2018
a,0.23023,2.90697,0.23023,2.90697,0,21,0,2,0.0648,l,2018-09-29,0,0,1,0,-2.6767399999999997,330,10,115,19,220,Brighton,EPL,2018
h,1.02566,1.43652,1.02566,1.43652,2,15,1,0,1.0285,w,2018-10-05,1,0,0,3,-0.41086,272,21,133,15,220,Brighton,EPL,2018
a,0.675798,1.71169,0.675798,1.71169,6,6,1,0,0.6159,w,2018-10-20,1,0,0,3,-1.035892,245,23,93,22,220,Brighton,EPL,2018
h,1.01337,1.38027,1.01337,1.38027,6,4,1,0,1.0776,w,2018-10-27,1,0,0,3,-0.3669,253,16,199,36,220,Brighton,EPL,2018
a,0.676348,2.59305,0.676348,2.59305,0,10,1,3,0.20440000000000003,l,2018-11-03,0,0,1,0,-1.916702,286,26,178,28,220,Brighton,EPL,2018
a,0.767044,1.94297,0.767044,1.94297,3,4,1,2,0.4322,l,2018-11-10,0,0,1,0,-1.175926,211,25,164,20,220,Brighton,EPL,2018
h,0.862315,1.12521,0.862315,0.364041,3,5,1,1,1.0343,d,2018-11-24,0,1,0,1,0.49827400000000005,192,20,235,24,220,Brighton,EPL,2018
a,1.67998,0.558083,1.67998,0.558083,6,0,2,1,2.3179,w,2018-12-01,1,0,0,3,1.1218970000000001,104,14,334,20,220,Brighton,EPL,2018
h,1.2521,1.5329,0.490927,0.771729,2,11,3,1,1.095,w,2018-12-04,1,0,0,3,-0.280802,291,19,139,19,220,Brighton,EPL,2018
a,0.951507,1.81251,0.951507,1.81251,3,8,0,1,0.6956,l,2018-12-08,0,0,1,0,-0.8610030000000001,150,16,295,20,220,Brighton,EPL,2018
h,0.26126,1.6111,0.26126,1.6111,2,3,1,2,0.26039999999999996,l,2018-12-16,0,0,1,0,-1.34984,386,28,301,20,220,Brighton,EPL,2018
a,0.825478,0.892502,0.825478,0.892502,6,10,0,2,1.2698,l,2018-12-22,0,0,1,0,-0.06702399999999997,305,29,197,19,220,Brighton,EPL,2018
h,1.38502,0.789138,1.38502,0.789138,8,10,1,1,1.9460000000000002,d,2018-12-26,0,1,0,1,0.5958819999999999,473,24,159,11,220,Brighton,EPL,2018
h,1.60311,0.655851,1.60311,0.655851,4,5,1,0,2.181,w,2018-12-29,1,0,0,3,0.9472590000000001,240,26,169,13,220,Brighton,EPL,2018
a,0.686806,0.639356,0.686806,0.639356,2,4,2,2,1.3568,d,2019-01-02,0,1,0,1,0.04744999999999999,282,27,219,19,220,Brighton,EPL,2018
h,0.384198,2.2665,0.384198,1.50533,4,16,0,1,0.1693,l,2019-01-12,0,0,1,0,-1.121132,452,19,159,10,220,Brighton,EPL,2018
a,0.635111,2.64005,0.635111,1.87888,2,5,1,2,0.2111,l,2019-01-19,0,0,1,0,-1.2437690000000001,294,17,213,12,220,Brighton,EPL,2018
a,2.36867,3.46113,2.36867,3.46113,5,6,2,4,0.7302,l,2019-01-29,0,0,1,0,-1.09246,368,22,187,19,220,Brighton,EPL,2018
h,1.83528,0.279297,1.83528,0.279297,8,4,0,0,2.5412,d,2019-02-02,0,1,0,1,1.555983,190,34,245,25,220,Brighton,EPL,2018
h,1.31614,1.83041,1.31614,1.06928,9,4,1,3,0.9420999999999999,l,2019-02-09,0,0,1,0,0.24686000000000008,106,11,280,8,220,Brighton,EPL,2018
a,1.20566,1.92171,1.20566,1.92171,6,11,1,2,0.8561,l,2019-02-26,0,0,1,0,-0.7160500000000001,249,8,242,16,220,Brighton,EPL,2018
h,1.39896,0.2014,1.39896,0.2014,5,1,1,0,2.4705,w,2019-03-02,1,0,0,3,1.19756,242,22,254,17,220,Brighton,EPL,2018
a,0.129312,1.44291,0.129312,0.681746,2,12,2,1,0.2046,w,2019-03-09,1,0,0,3,-0.552434,339,30,188,23,220,Brighton,EPL,2018
h,0.560521,0.857436,0.560521,0.857436,8,12,0,1,0.9907999999999999,l,2019-03-30,0,0,1,0,-0.29691499999999993,135,24,266,25,220,Brighton,EPL,2018
a,0.440898,3.12416,0.440898,3.12416,2,12,0,3,0.08449999999999999,l,2019-04-03,0,0,1,0,-2.683262,358,15,218,26,220,Brighton,EPL,2018
h,0.206731,2.76885,0.206731,2.76885,5,19,0,5,0.0646,l,2019-04-13,0,0,1,0,-2.562119,286,25,237,17,220,Brighton,EPL,2018
h,0.588539,0.819472,0.588539,0.819472,11,1,0,2,1.0642999999999998,l,2019-04-16,0,0,1,0,-0.23093299999999994,119,21,305,29,220,Brighton,EPL,2018
a,0.115051,2.60447,0.115051,2.60447,0,7,0,0,0.0678,d,2019-04-20,0,1,0,1,-2.4894190000000003,330,16,163,6,220,Brighton,EPL,2018
a,0.143138,1.0032,0.143138,1.0032,1,11,0,1,0.4918,l,2019-04-23,0,0,1,0,-0.8600620000000001,243,10,72,12,220,Brighton,EPL,2018
h,1.20482,0.43797,1.20482,0.43797,6,5,1,1,2.1060000000000003,d,2019-04-27,0,1,0,1,0.76685,276,12,260,17,220,Brighton,EPL,2018
a,1.90585,2.36178,1.14468,1.60061,8,14,1,1,1.0525,d,2019-05-05,0,1,0,1,-0.45593000000000017,269,19,125,20,220,Brighton,EPL,2018
h,0.595313,2.22234,0.595313,2.22234,0,26,1,4,0.3339,l,2019-05-12,0,0,1,0,-1.627027,375,13,134,22,220,Brighton,EPL,2018
a,1.50693,2.60022,1.50693,1.83905,5,12,0,2,0.5473,l,2018-08-11,0,0,1,0,-0.33211999999999997,269,17,107,19,227,Cardiff,EPL,2018
h,1.15521,1.55405,1.15521,0.79288,3,3,0,0,1.0033,d,2018-08-18,0,1,0,1,0.36233000000000004,151,30,107,17,227,Cardiff,EPL,2018
a,1.06351,0.203453,1.06351,0.203453,5,1,0,0,2.1796999999999995,d,2018-08-25,0,1,0,1,0.860057,195,23,106,12,227,Cardiff,EPL,2018
h,0.77426,1.41005,0.77426,1.41005,5,15,2,3,0.8539000000000001,l,2018-09-02,0,0,1,0,-0.6357900000000001,360,22,81,18,227,Cardiff,EPL,2018
a,0.8276,2.67145,0.8276,1.91028,3,13,1,4,0.26249999999999996,l,2018-09-15,0,0,1,0,-1.0826799999999999,404,22,84,21,227,Cardiff,EPL,2018
h,0.0980726,3.08415,0.0980726,3.08415,2,18,0,5,0.0439,l,2018-09-22,0,0,1,0,-2.9860774,540,8,107,14,227,Cardiff,EPL,2018
h,1.56707,0.111527,1.56707,0.111527,14,6,1,2,2.5845000000000002,l,2018-09-30,0,0,1,0,1.455543,105,17,90,13,227,Cardiff,EPL,2018
a,1.13843,2.6517,1.13843,2.6517,2,17,0,1,0.4323,l,2018-10-06,0,0,1,0,-1.51327,357,20,72,8,227,Cardiff,EPL,2018
h,1.7562,0.947712,1.7562,0.947712,4,6,4,2,1.9465000000000001,w,2018-10-20,1,0,0,3,0.808488,260,25,97,23,227,Cardiff,EPL,2018
a,0.643117,2.30176,0.643117,2.30176,1,16,1,4,0.2206,l,2018-10-27,0,0,1,0,-1.6586429999999996,496,6,81,12,227,Cardiff,EPL,2018
h,0.922262,2.18288,0.922262,2.18288,7,6,0,1,0.42869999999999997,l,2018-11-03,0,0,1,0,-1.260618,210,20,92,14,227,Cardiff,EPL,2018
h,1.94297,0.767044,1.94297,0.767044,4,3,2,1,2.3666,w,2018-11-10,1,0,0,3,1.175926,164,20,211,25,227,Cardiff,EPL,2018
a,0.879108,2.48066,0.879108,2.48066,1,5,0,1,0.3292,l,2018-11-24,0,0,1,0,-1.6015519999999999,282,14,81,18,227,Cardiff,EPL,2018
h,1.09264,0.987623,1.09264,0.987623,5,7,2,1,1.441,w,2018-11-30,1,0,0,3,0.10501700000000003,164,18,125,22,227,Cardiff,EPL,2018
a,1.93448,1.57488,1.17331,1.57488,2,10,1,3,1.7280000000000002,l,2018-12-04,0,0,1,0,-0.40157,257,25,124,20,227,Cardiff,EPL,2018
h,1.55832,0.501128,1.55832,0.501128,7,1,1,0,2.2220999999999997,w,2018-12-08,1,0,0,3,1.057192,230,15,85,22,227,Cardiff,EPL,2018
